logged_at,schema_version,kind,engine,run_id,run_id_short,spec_source,scenario_title,scenario_source,pair_key,trials,wins_attacker,wins_defender,draws,no_result,attacker_win_rate,defender_win_rate,draw_rate,no_result_rate,avg_time,attacker_pos,defender_pos,start_distance,encounter_type,defender_count,a_name,a_level,a_hp,a_atk,a_role,a_cost,a_range,a_attack_speed,a_move_speed,a_target_type,a_attack_type,a_hp_per_level,a_atk_per_level,d_name,d_level,d_hp,d_atk,d_role,d_cost,d_range,d_attack_speed,d_move_speed,d_target_type,d_attack_type,d_hp_per_level,d_atk_per_level,a_dps,d_dps,a_ttk_est,d_ttk_est,dps_adv,range_adv,ttk_adv,label_majority_winner,label_attacker_better
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Ogre Boss__vs__Mage__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,14.649999999999999,,,,duel,1,Ogre Boss,1,400,20,boss_enemy,200,1,0.6,0.8,tower,melee,60,6,Mage,1,70,25,tower,120,3,0.9,0.0,ground,magic,20,7,12.0,22.5,5.833333333333333,17.77777777777778,-10.5,-2.0,11.944444444444446,attacker,1
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Mage__vs__Dark Shaman__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,8.833333333333334,,,,duel,1,Mage,1,70,25,tower,120,3,0.9,0.0,ground,magic,20,7,Dark Shaman,1,80,16,ground_enemy,120,3,0.9,1.2,tower,magic,25,5,22.5,14.4,3.5555555555555554,4.861111111111111,8.1,0.0,1.3055555555555554,attacker,1
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Dark Shaman__vs__AntiAir Tower__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,10.799999999999997,,,,duel,1,Dark Shaman,1,80,16,ground_enemy,120,3,0.9,1.2,tower,magic,25,5,AntiAir Tower,1,90,22,tower,130,5,1.0,0.0,air,ranged,25,6,14.4,22.0,6.25,3.6363636363636362,-7.6,-2.0,-2.6136363636363638,attacker,1
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Armored Orc__vs__Knight__duel__x1,100,38,62,0,0,0.38,0.62,0.0,0.0,19.2425,,,,duel,1,Armored Orc,1,180,12,ground_enemy,90,1,0.8,1.0,tower,melee,40,4,Knight,1,120,15,tower,80,1,1.0,0.0,ground,melee,35,4,9.600000000000001,15.0,12.499999999999998,12.0,-5.399999999999999,0.0,-0.4999999999999982,defender,0
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Knight__vs__Tank__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Knight,1,120,15,tower,80,1,1.0,0.0,ground,melee,35,4,Tank,1,200,10,tower,150,1,0.7,0.0,ground,melee,40,3,15.0,7.0,13.333333333333334,17.142857142857142,8.0,0.0,3.8095238095238084,tie,0
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Tank__vs__Knight__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Tank,1,200,10,tower,150,1,0.7,0.0,ground,melee,40,3,Knight,1,120,15,tower,80,1,1.0,0.0,ground,melee,35,4,7.0,15.0,17.142857142857142,13.333333333333334,-8.0,0.0,-3.8095238095238084,tie,0
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Mage__vs__Archer__duel__x1,100,0,12,0,88,0.0,0.12,0.0,0.88,53.20000000000002,,,,duel,1,Mage,1,70,25,tower,120,3,0.9,0.0,ground,magic,20,7,Archer,1,80,20,tower,100,4,1.2,0.0,both,ranged,25,6,22.5,24.0,3.5555555555555554,2.9166666666666665,-1.5,-1.0,-0.6388888888888888,defender,0
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Wyvern__vs__Dark Shaman__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Wyvern,1,90,14,air_enemy,110,1,1.0,2.0,tower,melee,30,4,Dark Shaman,1,80,16,ground_enemy,120,3,0.9,1.2,tower,magic,25,5,14.0,14.4,5.714285714285714,6.25,-0.40000000000000036,-2.0,0.5357142857142856,tie,0
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Ogre Boss__vs__Wyvern__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Ogre Boss,1,400,20,boss_enemy,200,1,0.6,0.8,tower,melee,60,6,Wyvern,1,90,14,air_enemy,110,1,1.0,2.0,tower,melee,30,4,12.0,14.0,7.5,28.571428571428573,-2.0,0.0,21.071428571428573,tie,0
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Wyvern__vs__Armored Orc__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999837,,,,duel,1,Wyvern,1,90,14,air_enemy,110,1,1.0,2.0,tower,melee,30,4,Armored Orc,1,180,12,ground_enemy,90,1,0.8,1.0,tower,melee,40,4,14.0,9.600000000000001,12.857142857142858,9.374999999999998,4.399999999999999,0.0,-3.4821428571428594,tie,0
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Knight__vs__Wyvern__duel__x1,100,0,100,0,0,0.0,1.0,0.0,0.0,12.29,,,,duel,1,Knight,1,120,15,tower,80,1,1.0,0.0,ground,melee,35,4,Wyvern,1,90,14,air_enemy,110,1,1.0,2.0,tower,melee,30,4,15.0,14.0,6.0,8.571428571428571,1.0,0.0,2.571428571428571,defender,0
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Armored Orc__vs__AntiAir Tower__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,16.6375,,,,duel,1,Armored Orc,1,180,12,ground_enemy,90,1,0.8,1.0,tower,melee,40,4,AntiAir Tower,1,90,22,tower,130,5,1.0,0.0,air,ranged,25,6,9.600000000000001,22.0,9.374999999999998,8.181818181818182,-12.399999999999999,-4.0,-1.1931818181818166,attacker,1
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Runner__vs__Knight__duel__x1,100,0,100,0,0,0.0,1.0,0.0,0.0,5.39,,,,duel,1,Runner,1,40,6,ground_enemy,35,1,1.5,2.5,tower,melee,15,2,Knight,1,120,15,tower,80,1,1.0,0.0,ground,melee,35,4,9.0,15.0,13.333333333333334,2.6666666666666665,-6.0,0.0,-10.666666666666668,defender,0
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Ogre Boss__vs__Archer__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,14.816666666666672,,,,duel,1,Ogre Boss,1,400,20,boss_enemy,200,1,0.6,0.8,tower,melee,60,6,Archer,1,80,20,tower,100,4,1.2,0.0,both,ranged,25,6,12.0,24.0,6.666666666666667,16.666666666666668,-12.0,-3.0,10.0,attacker,1
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Knight__vs__Runner__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,5.52,,,,duel,1,Knight,1,120,15,tower,80,1,1.0,0.0,ground,melee,35,4,Runner,1,40,6,ground_enemy,35,1,1.5,2.5,tower,melee,15,2,15.0,9.0,2.6666666666666665,13.333333333333334,6.0,0.0,10.666666666666668,attacker,1
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Armored Orc__vs__Tank__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,27.225,,,,duel,1,Armored Orc,1,180,12,ground_enemy,90,1,0.8,1.0,tower,melee,40,4,Tank,1,200,10,tower,150,1,0.7,0.0,ground,melee,40,3,9.600000000000001,7.0,20.83333333333333,25.714285714285715,2.6000000000000014,0.0,4.880952380952387,attacker,1
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Dark Shaman__vs__Knight__duel__x1,100,0,100,0,0,0.0,1.0,0.0,0.0,11.87,,,,duel,1,Dark Shaman,1,80,16,ground_enemy,120,3,0.9,1.2,tower,magic,25,5,Knight,1,120,15,tower,80,1,1.0,0.0,ground,melee,35,4,14.4,15.0,8.333333333333334,5.333333333333333,-0.5999999999999996,2.0,-3.000000000000001,defender,0
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Knight__vs__Goblin__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,7.46,,,,duel,1,Knight,1,120,15,tower,80,1,1.0,0.0,ground,melee,35,4,Goblin,1,60,8,ground_enemy,40,1,1.3,1.8,tower,melee,20,3,15.0,10.4,4.0,11.538461538461538,4.6,0.0,7.538461538461538,attacker,1
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Dark Shaman__vs__Wyvern__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Dark Shaman,1,80,16,ground_enemy,120,3,0.9,1.2,tower,magic,25,5,Wyvern,1,90,14,air_enemy,110,1,1.0,2.0,tower,melee,30,4,14.4,14.0,6.25,5.714285714285714,0.40000000000000036,2.0,-0.5357142857142856,tie,0
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Armored Orc__vs__Mage__duel__x1,100,29,71,0,0,0.29,0.71,0.0,0.0,13.47083333333333,,,,duel,1,Armored Orc,1,180,12,ground_enemy,90,1,0.8,1.0,tower,melee,40,4,Mage,1,70,25,tower,120,3,0.9,0.0,ground,magic,20,7,9.600000000000001,22.5,7.291666666666665,8.0,-12.899999999999999,-2.0,0.7083333333333348,defender,0
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Runner__vs__Tank__duel__x1,100,0,100,0,0,0.0,1.0,0.0,0.0,8.199999999999994,,,,duel,1,Runner,1,40,6,ground_enemy,35,1,1.5,2.5,tower,melee,15,2,Tank,1,200,10,tower,150,1,0.7,0.0,ground,melee,40,3,9.0,7.0,22.22222222222222,5.714285714285714,2.0,0.0,-16.507936507936506,defender,0
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Mage__vs__Armored Orc__duel__x1,100,83,17,0,0,0.83,0.17,0.0,0.0,13.706944444444437,,,,duel,1,Mage,1,70,25,tower,120,3,0.9,0.0,ground,magic,20,7,Armored Orc,1,180,12,ground_enemy,90,1,0.8,1.0,tower,melee,40,4,22.5,9.600000000000001,8.0,7.291666666666665,12.899999999999999,2.0,-0.7083333333333348,attacker,1
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Wyvern__vs__Ogre Boss__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Wyvern,1,90,14,air_enemy,110,1,1.0,2.0,tower,melee,30,4,Ogre Boss,1,400,20,boss_enemy,200,1,0.6,0.8,tower,melee,60,6,14.0,12.0,28.571428571428573,7.5,2.0,0.0,-21.071428571428573,tie,0
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Tank__vs__Archer__duel__x1,100,0,13,0,87,0.0,0.13,0.0,0.87,53.28333333333333,,,,duel,1,Tank,1,200,10,tower,150,1,0.7,0.0,ground,melee,40,3,Archer,1,80,20,tower,100,4,1.2,0.0,both,ranged,25,6,7.0,24.0,11.428571428571429,8.333333333333334,-17.0,-3.0,-3.095238095238095,defender,0
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Knight__vs__Archer__duel__x1,100,0,18,0,82,0.0,0.18,0.0,0.82,50.1,,,,duel,1,Knight,1,120,15,tower,80,1,1.0,0.0,ground,melee,35,4,Archer,1,80,20,tower,100,4,1.2,0.0,both,ranged,25,6,15.0,24.0,5.333333333333333,5.0,-9.0,-3.0,-0.33333333333333304,defender,0
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Runner__vs__Mage__duel__x1,100,0,100,0,0,0.0,1.0,0.0,0.0,3.788888888888889,,,,duel,1,Runner,1,40,6,ground_enemy,35,1,1.5,2.5,tower,melee,15,2,Mage,1,70,25,tower,120,3,0.9,0.0,ground,magic,20,7,9.0,22.5,7.777777777777778,1.7777777777777777,-13.5,-2.0,-6.0,defender,0
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Archer__vs__Wyvern__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,6.091666666666669,,,,duel,1,Archer,1,80,20,tower,100,4,1.2,0.0,both,ranged,25,6,Wyvern,1,90,14,air_enemy,110,1,1.0,2.0,tower,melee,30,4,24.0,14.0,3.75,5.714285714285714,10.0,3.0,1.9642857142857144,attacker,1
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Archer__vs__Mage__duel__x1,100,15,0,0,85,0.15,0.0,0.0,0.85,51.50000000000002,,,,duel,1,Archer,1,80,20,tower,100,4,1.2,0.0,both,ranged,25,6,Mage,1,70,25,tower,120,3,0.9,0.0,ground,magic,20,7,24.0,22.5,2.9166666666666665,3.5555555555555554,1.5,1.0,0.6388888888888888,attacker,1
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Armored Orc__vs__Archer__duel__x1,100,0,100,0,0,0.0,1.0,0.0,0.0,11.741666666666665,,,,duel,1,Armored Orc,1,180,12,ground_enemy,90,1,0.8,1.0,tower,melee,40,4,Archer,1,80,20,tower,100,4,1.2,0.0,both,ranged,25,6,9.600000000000001,24.0,8.333333333333332,7.5,-14.399999999999999,-3.0,-0.8333333333333321,defender,0
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Ogre Boss__vs__Goblin__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Ogre Boss,1,400,20,boss_enemy,200,1,0.6,0.8,tower,melee,60,6,Goblin,1,60,8,ground_enemy,40,1,1.3,1.8,tower,melee,20,3,12.0,10.4,5.0,38.46153846153846,1.5999999999999996,0.0,33.46153846153846,tie,0
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,AntiAir Tower__vs__Ogre Boss__duel__x1,100,0,100,0,0,0.0,1.0,0.0,0.0,16.599999999999994,,,,duel,1,AntiAir Tower,1,90,22,tower,130,5,1.0,0.0,air,ranged,25,6,Ogre Boss,1,400,20,boss_enemy,200,1,0.6,0.8,tower,melee,60,6,22.0,12.0,18.181818181818183,7.5,10.0,4.0,-10.681818181818183,defender,0
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Archer__vs__Armored Orc__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,11.525,,,,duel,1,Archer,1,80,20,tower,100,4,1.2,0.0,both,ranged,25,6,Armored Orc,1,180,12,ground_enemy,90,1,0.8,1.0,tower,melee,40,4,24.0,9.600000000000001,7.5,8.333333333333332,14.399999999999999,3.0,0.8333333333333321,attacker,1
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Goblin__vs__AntiAir Tower__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,12.838461538461532,,,,duel,1,Goblin,1,60,8,ground_enemy,40,1,1.3,1.8,tower,melee,20,3,AntiAir Tower,1,90,22,tower,130,5,1.0,0.0,air,ranged,25,6,10.4,22.0,8.653846153846153,2.727272727272727,-11.6,-4.0,-5.926573426573427,attacker,1
2025-12-19T16:49:52,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Goblin__vs__Archer__duel__x1,100,0,100,0,0,0.0,1.0,0.0,0.0,4.441666666666666,,,,duel,1,Goblin,1,60,8,ground_enemy,40,1,1.3,1.8,tower,melee,20,3,Archer,1,80,20,tower,100,4,1.2,0.0,both,ranged,25,6,10.4,24.0,7.692307692307692,2.5,-13.6,-3.0,-5.192307692307692,defender,0
2025-12-19T16:49:52,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,AntiAir Tower__vs__Runner__duel__x1,100,0,100,0,0,0.0,1.0,0.0,0.0,12.45333333333333,,,,duel,1,AntiAir Tower,1,90,22,tower,130,5,1.0,0.0,air,ranged,25,6,Runner,1,40,6,ground_enemy,35,1,1.5,2.5,tower,melee,15,2,22.0,9.0,1.8181818181818181,10.0,13.0,4.0,8.181818181818182,defender,0
2025-12-19T16:49:52,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Dark Shaman__vs__Tank__duel__x1,100,0,100,0,0,0.0,1.0,0.0,0.0,17.05714285714285,,,,duel,1,Dark Shaman,1,80,16,ground_enemy,120,3,0.9,1.2,tower,magic,25,5,Tank,1,200,10,tower,150,1,0.7,0.0,ground,melee,40,3,14.4,7.0,13.88888888888889,11.428571428571429,7.4,2.0,-2.4603174603174605,defender,0
2025-12-19T16:49:52,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Mage__vs__Wyvern__duel__x1,100,0,100,0,0,0.0,1.0,0.0,0.0,8.42,,,,duel,1,Mage,1,70,25,tower,120,3,0.9,0.0,ground,magic,20,7,Wyvern,1,90,14,air_enemy,110,1,1.0,2.0,tower,melee,30,4,22.5,14.0,4.0,5.0,8.5,2.0,1.0,defender,0
2025-12-19T16:49:52,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Armored Orc__vs__Dark Shaman__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.0,,,,duel,1,Armored Orc,1,180,12,ground_enemy,90,1,0.8,1.0,tower,melee,40,4,Dark Shaman,1,80,16,ground_enemy,120,3,0.9,1.2,tower,magic,25,5,9.600000000000001,14.4,8.333333333333332,12.5,-4.799999999999999,-2.0,4.166666666666668,tie,0
2025-12-19T16:49:52,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,AntiAir Tower__vs__Armored Orc__duel__x1,100,0,100,0,0,0.0,1.0,0.0,0.0,16.7125,,,,duel,1,AntiAir Tower,1,90,22,tower,130,5,1.0,0.0,air,ranged,25,6,Armored Orc,1,180,12,ground_enemy,90,1,0.8,1.0,tower,melee,40,4,22.0,9.600000000000001,8.181818181818182,9.374999999999998,12.399999999999999,4.0,1.1931818181818166,defender,0
2025-12-19T16:49:52,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,AntiAir Tower__vs__Tank__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,AntiAir Tower,1,90,22,tower,130,5,1.0,0.0,air,ranged,25,6,Tank,1,200,10,tower,150,1,0.7,0.0,ground,melee,40,3,22.0,7.0,9.090909090909092,12.857142857142858,15.0,4.0,3.766233766233766,tie,0
2025-12-19T16:49:52,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Wyvern__vs__Knight__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,12.11,,,,duel,1,Wyvern,1,90,14,air_enemy,110,1,1.0,2.0,tower,melee,30,4,Knight,1,120,15,tower,80,1,1.0,0.0,ground,melee,35,4,14.0,15.0,8.571428571428571,6.0,-1.0,0.0,-2.571428571428571,attacker,1
2025-12-19T16:49:52,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Tank__vs__Dark Shaman__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,16.885714285714286,,,,duel,1,Tank,1,200,10,tower,150,1,0.7,0.0,ground,melee,40,3,Dark Shaman,1,80,16,ground_enemy,120,3,0.9,1.2,tower,magic,25,5,7.0,14.4,11.428571428571429,13.88888888888889,-7.4,-2.0,2.4603174603174605,attacker,1
2025-12-19T16:49:52,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Ogre Boss__vs__Dark Shaman__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.0500000000001,,,,duel,1,Ogre Boss,1,400,20,boss_enemy,200,1,0.6,0.8,tower,melee,60,6,Dark Shaman,1,80,16,ground_enemy,120,3,0.9,1.2,tower,magic,25,5,12.0,14.4,6.666666666666667,27.77777777777778,-2.4000000000000004,-2.0,21.11111111111111,tie,0
2025-12-19T16:49:52,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Goblin__vs__Armored Orc__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Goblin,1,60,8,ground_enemy,40,1,1.3,1.8,tower,melee,20,3,Armored Orc,1,180,12,ground_enemy,90,1,0.8,1.0,tower,melee,40,4,10.4,9.600000000000001,17.307692307692307,6.249999999999999,0.7999999999999989,0.0,-11.057692307692307,tie,0
2025-12-19T16:49:52,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Mage__vs__AntiAir Tower__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Mage,1,70,25,tower,120,3,0.9,0.0,ground,magic,20,7,AntiAir Tower,1,90,22,tower,130,5,1.0,0.0,air,ranged,25,6,22.5,22.0,4.0,3.1818181818181817,0.5,-2.0,-0.8181818181818183,tie,0
2025-12-19T16:49:52,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Mage__vs__Goblin__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,5.644444444444448,,,,duel,1,Mage,1,70,25,tower,120,3,0.9,0.0,ground,magic,20,7,Goblin,1,60,8,ground_enemy,40,1,1.3,1.8,tower,melee,20,3,22.5,10.4,2.6666666666666665,6.730769230769231,12.1,2.0,4.064102564102564,attacker,1
2025-12-19T16:49:52,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Knight__vs__Mage__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Knight,1,120,15,tower,80,1,1.0,0.0,ground,melee,35,4,Mage,1,70,25,tower,120,3,0.9,0.0,ground,magic,20,7,15.0,22.5,4.666666666666667,5.333333333333333,-7.5,-2.0,0.6666666666666661,tie,0
2025-12-19T16:49:52,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Runner__vs__Goblin__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Runner,1,40,6,ground_enemy,35,1,1.5,2.5,tower,melee,15,2,Goblin,1,60,8,ground_enemy,40,1,1.3,1.8,tower,melee,20,3,9.0,10.4,6.666666666666667,3.846153846153846,-1.4000000000000004,0.0,-2.820512820512821,tie,0
2025-12-19T16:49:52,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Knight__vs__Dark Shaman__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,10.99,,,,duel,1,Knight,1,120,15,tower,80,1,1.0,0.0,ground,melee,35,4,Dark Shaman,1,80,16,ground_enemy,120,3,0.9,1.2,tower,magic,25,5,15.0,14.4,5.333333333333333,8.333333333333334,0.5999999999999996,-2.0,3.000000000000001,attacker,1
2025-12-19T16:49:52,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Archer__vs__Runner__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,3.0583333333333327,,,,duel,1,Archer,1,80,20,tower,100,4,1.2,0.0,both,ranged,25,6,Runner,1,40,6,ground_enemy,35,1,1.5,2.5,tower,melee,15,2,24.0,9.0,1.6666666666666667,8.88888888888889,15.0,3.0,7.222222222222222,attacker,1
2025-12-19T16:49:52,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Dark Shaman__vs__Goblin__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Dark Shaman,1,80,16,ground_enemy,120,3,0.9,1.2,tower,magic,25,5,Goblin,1,60,8,ground_enemy,40,1,1.3,1.8,tower,melee,20,3,14.4,10.4,4.166666666666667,7.692307692307692,4.0,2.0,3.5256410256410247,tie,0
2025-12-19T16:49:52,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Ogre Boss__vs__Tank__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,24.45,,,,duel,1,Ogre Boss,1,400,20,boss_enemy,200,1,0.6,0.8,tower,melee,60,6,Tank,1,200,10,tower,150,1,0.7,0.0,ground,melee,40,3,12.0,7.0,16.666666666666668,57.142857142857146,5.0,0.0,40.47619047619048,attacker,1
2025-12-19T16:49:52,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Runner__vs__Armored Orc__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Runner,1,40,6,ground_enemy,35,1,1.5,2.5,tower,melee,15,2,Armored Orc,1,180,12,ground_enemy,90,1,0.8,1.0,tower,melee,40,4,9.0,9.600000000000001,20.0,4.166666666666666,-0.6000000000000014,0.0,-15.833333333333334,tie,0
